weight,propeller_diameter,voltage,thrust,power,current,thrust_at40,power_at40,current_at40,max_voltage,max_thrust,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
0.467,1.0414,0.5,0.57,1.56,3.11,2.04,5.33,10.67,3.78,27.29,176.09,46.53,1.2205567,3.340471,0.3653846,Antigravity MN6007II ,41x5_2_4200_51_560
0.467,1.0414,1.0,1.85,7.78,7.78,6.53,21.11,21.11,3.78,27.29,176.09,46.53,3.961456,16.659529,0.2377892,Antigravity MN6007II ,41x5_2_4200_51_560
0.593,1.2192,0.5,0.69,1.65,3.3,2.01,4.99,9.99,3.67,55.05,170.9,46.53,1.163575,2.7824621,0.4181818,Antigravity MN6007II ,48x4_2_4000_46_670
0.593,1.2192,1.0,2.22,8.24,8.24,4.76,19.74,19.74,3.67,55.05,170.9,46.53,3.7436762,13.895447,0.26941746,Antigravity MN6007II ,48x4_2_4000_46_670
0.601,1.2192,0.5,0.74,1.9,3.79,14.72,2.32,4.64,3.44,386.52,159.86,46.53,1.2312812,3.1613977,0.38947368,Antigravity MN6007II ,48x5_2_4000_51_810
0.778,1.397,0.5,0.95,2.31,4.61,1.2,5.46,10.92,3.13,57.64,145.81,46.53,1.2210797,2.9691517,0.41125542,Antigravity MN6007II ,55x5_2_3600_51_1080
0.992,1.5748,0.5,1.08,2.54,5.09,1.15,5.49,10.97,3.0,96.22,139.57,46.53,1.0887097,2.560484,0.42519686,Antigravity MN6007II ,62x5_2_3200_46_1150
1.001,1.5748,0.5,1.09,2.82,5.65,1.0,5.49,10.98,2.87,75.52,133.34,46.53,1.088911,2.8171828,0.38652483,Antigravity MN6007II ,62x6_2_3200_51_1390
0.316,0.6858,6.0,3.05,21.02,3.5,14.25,40.9,6.82,15.6,69.57,246.3,15.79,9.651898,66.51899,0.14509991,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,7.0,4.01,31.27,4.47,15.87,59.36,8.48,15.6,69.57,246.3,15.79,12.689874,98.955696,0.12823793,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,8.0,5.06,44.18,5.52,17.48,81.85,10.23,15.6,69.57,246.3,15.79,16.01266,139.81012,0.114531465,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,9.0,6.2,59.95,6.66,52.76,102.39,11.38,15.6,69.57,246.3,15.79,19.620253,189.7152,0.10341952,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,12.5,10.74,139.92,11.19,-15.0,-340.04,-27.2,15.6,8.42,246.3,15.79,33.987343,442.78482,0.07675815,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,15.0,14.43,222.97,14.86,-11.66,-304.65,-20.31,15.6,8.42,246.3,15.79,45.66456,705.60126,0.064717226,Antigravity MN7005 KV,27x3_2_4600_41_140
0.325,0.6858,4.0,1.69,10.07,2.52,-8.72,3.69,0.92,13.3,59.18,210.03,15.79,5.2,30.984615,0.16782522,Antigravity MN7005 KV,27x4_2_4800_51_200
0.325,0.6858,9.0,6.75,78.75,8.75,116.08,79.84,8.87,13.3,97.06,210.03,15.79,20.76923,242.3077,0.08571429,Antigravity MN7005 KV,27x4_2_4800_51_200
0.381,0.8636,4.0,2.28,10.49,2.62,524.11,12.07,3.02,12.99,120.23,205.13,15.79,5.984252,27.532808,0.21734986,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,5.0,3.38,18.4,3.68,-26.54,-30.9,-6.18,12.99,17.47,205.13,15.79,8.871391,48.293964,0.18369566,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,6.0,4.63,29.23,4.87,167.8,33.81,5.64,12.99,123.14,205.13,15.79,12.152231,76.71916,0.15839891,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,7.0,5.99,43.27,6.18,99.53,49.83,7.12,12.99,123.14,205.13,15.79,15.721785,113.56956,0.1384331,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,8.0,7.47,60.73,7.59,104.69,69.63,8.7,12.99,123.14,205.13,15.79,19.606298,159.39633,0.12300346,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,9.0,9.04,81.81,9.09,109.74,93.4,10.38,12.99,123.14,205.13,15.79,23.727034,214.72441,0.11049994,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,10.0,10.69,106.69,10.67,114.69,121.31,12.13,12.99,123.14,205.13,15.79,28.057743,280.02625,0.10019683,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,12.5,15.15,186.39,14.91,680.64,218.47,17.48,12.99,120.23,205.13,15.79,39.76378,489.2126,0.081281185,Antigravity MN7005 KV,34x3_2_4600_41_250
0.39,0.8636,3.0,1.66,6.66,2.22,6.03,29.72,9.91,11.25,16.77,177.67,15.79,4.25641,17.076923,0.24924925,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,4.0,2.74,13.58,3.4,8.83,52.61,13.15,11.25,16.77,177.67,15.79,7.025641,34.820515,0.20176731,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,5.0,3.98,23.75,4.75,12.06,81.89,16.38,11.25,16.77,177.67,15.79,10.205129,60.897434,0.16757895,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,6.0,5.35,37.5,6.25,15.81,117.5,19.58,11.25,16.77,177.67,15.79,13.717949,96.15385,0.14266667,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,7.0,6.83,55.12,7.87,20.17,159.38,22.77,11.25,16.77,177.67,15.79,17.512821,141.33333,0.12391146,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,8.0,8.41,76.81,9.6,25.28,207.45,25.93,11.25,16.77,177.67,15.79,21.564102,196.94872,0.10949095,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,9.0,10.06,102.78,11.42,-3.61,230.01,25.56,11.25,182.87,177.67,15.79,25.794872,263.53845,0.09787896,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,10.0,11.78,133.16,13.32,-3.84,283.9,28.39,11.25,182.87,177.67,15.79,30.205128,341.43588,0.088465005,Antigravity MN7005 KV,34x4_2_4800_51_370
0.397,0.8636,4.0,2.79,17.0,4.25,49.94,16.48,4.12,10.01,166.57,158.01,15.79,7.0277076,42.82116,0.16411765,Antigravity MN7005 KV,34x5_2_4200_51_340
0.479,0.8636,2.5,1.34,5.62,2.25,24.64,17.9,7.16,9.79,26.38,154.5,15.79,2.797495,11.732777,0.23843417,Antigravity MN7005 KV,34x5_3_4200_51_360
0.488,1.0414,2.5,1.66,5.87,2.35,3.46,15.71,6.28,9.55,279.54,150.82,15.79,3.4016395,12.028688,0.28279388,Antigravity MN7005 KV,41x4_2_4600_51_580
0.488,1.0414,3.0,2.26,9.13,3.04,4.18,22.75,7.58,9.55,279.54,150.82,15.79,4.6311474,18.709017,0.2475356,Antigravity MN7005 KV,41x4_2_4600_51_580
0.488,1.0414,4.0,3.62,18.45,4.61,5.63,40.94,10.23,9.55,279.54,150.82,15.79,7.4180326,37.807377,0.19620596,Antigravity MN7005 KV,41x4_2_4600_51_580
0.488,1.0414,5.0,5.13,31.82,6.36,7.08,64.71,12.94,9.55,279.54,150.82,15.79,10.512295,65.20492,0.16121936,Antigravity MN7005 KV,41x4_2_4600_51_580
0.494,1.0414,2.5,1.76,6.78,2.71,7.47,21.48,8.59,8.87,27.28,140.01,15.79,3.562753,13.724696,0.25958702,Antigravity MN7005 KV,41x5_2_4200_51_560
0.494,1.0414,3.0,2.37,10.52,3.51,10.71,30.76,10.25,8.87,27.28,140.01,15.79,4.7975707,21.295547,0.22528517,Antigravity MN7005 KV,41x5_2_4200_51_560
0.494,1.0414,4.0,3.72,21.09,5.27,21.78,53.92,13.48,8.87,27.28,140.01,15.79,7.5303645,42.692307,0.17638691,Antigravity MN7005 KV,41x5_2_4200_51_560
0.507,1.0414,2.0,1.29,5.2,2.6,0.66,11.56,5.78,7.74,244.43,122.24,15.79,2.5443788,10.256411,0.24807692,Antigravity MN7005 KV,41x6_2_3400_51_500
0.62,1.2192,2.5,2.12,7.23,2.89,5.69,19.66,7.86,8.57,55.15,135.27,15.79,3.419355,11.66129,0.2932227,Antigravity MN7005 KV,48x4_2_4000_46_670
0.62,1.2192,3.0,2.85,11.2,3.73,7.36,28.14,9.38,8.57,55.15,135.27,15.79,4.596774,18.064516,0.2544643,Antigravity MN7005 KV,48x4_2_4000_46_670
0.62,1.2192,4.0,4.44,22.37,5.59,12.08,49.2,12.3,8.57,55.15,135.27,15.79,7.16129,36.080647,0.19848011,Antigravity MN7005 KV,48x4_2_4000_46_670
0.62,1.2192,5.0,6.19,38.13,7.63,24.9,73.49,14.7,8.57,55.15,135.27,15.79,9.9838705,61.5,0.16233936,Antigravity MN7005 KV,48x4_2_4000_46_670
0.628,1.2192,2.0,1.54,4.95,2.48,20.64,6.01,3.01,7.93,386.4,125.16,15.79,2.4522293,7.8821654,0.31111112,Antigravity MN7005 KV,48x5_2_4000_51_810
0.64,1.2192,2.0,1.67,5.93,2.96,2.23,14.29,7.14,7.23,36.32,114.15,15.79,2.609375,9.265625,0.2816189,Antigravity MN7005 KV,48x6_2_3400_51_760
0.805,1.397,0.5,0.15,0.31,0.63,0.46,0.9,1.8,7.11,57.63,112.3,15.79,0.1863354,0.38509318,0.48387095,Antigravity MN7005 KV,55x5_2_3600_51_1080
0.805,1.397,2.0,1.95,6.11,3.06,2.36,14.33,7.17,7.11,57.63,112.3,15.79,2.4223602,7.590062,0.31914893,Antigravity MN7005 KV,55x5_2_3600_51_1080
0.81,1.397,0.5,0.16,0.34,0.67,0.16,0.85,1.7,6.77,513.8,106.91,15.79,0.19753087,0.41975307,0.47058824,Antigravity MN7005 KV,55x6_2_3400_51_1070
1.019,1.5748,0.5,0.19,0.34,0.67,0.44,0.9,1.81,6.75,96.33,106.58,15.79,0.1864573,0.33366045,0.5588235,Antigravity MN7005 KV,62x5_2_3200_46_1150
1.019,1.5748,2.0,2.21,6.77,3.38,2.28,14.43,7.22,6.75,96.33,106.58,15.79,2.168793,6.6437683,0.3264402,Antigravity MN7005 KV,62x5_2_3200_46_1150
1.019,1.5748,2.5,3.06,11.31,4.52,2.94,22.54,9.02,6.75,96.33,106.58,15.79,3.002944,11.099116,0.27055702,Antigravity MN7005 KV,62x5_2_3200_46_1150
1.028,1.5748,0.5,0.21,0.37,0.74,0.39,0.9,1.81,6.39,75.51,100.88,15.79,0.20428015,0.35992217,0.5675676,Antigravity MN7005 KV,62x6_2_3200_51_1390
1.04,1.5748,0.5,0.22,0.42,0.84,0.36,0.91,1.82,5.94,67.87,93.79,15.79,0.21153846,0.40384614,0.52380955,Antigravity MN7005 KV,62x7_2_2800_51_1320
1.292,1.7526,0.5,0.24,0.41,0.83,0.33,0.87,1.74,6.0,795.21,94.71,15.79,0.18575852,0.31733745,0.58536583,Antigravity MN7005 KV,69x6_2_3000_51_1700
1.292,1.7526,1.5,1.52,4.47,2.98,1.19,7.75,5.17,6.0,795.21,94.71,15.79,1.1764706,3.4597523,0.34004474,Antigravity MN7005 KV,69x6_2_3000_51_1700
1.606,1.9304,1.5,1.61,4.84,3.23,1.39,8.2,5.46,5.76,62.22,91.03,15.79,1.0024906,3.0136986,0.33264464,Antigravity MN7005 KV,76x6_2_2400_41_1420
1.616,1.9304,1.5,1.65,5.12,3.41,1.2,8.19,5.46,5.6,103.05,88.49,15.79,1.0210396,3.1683168,0.32226562,Antigravity MN7005 KV,76x7_2_2600_51_2000
1.981,2.1082,1.5,1.69,5.33,3.55,1.2,8.21,5.47,5.49,78.26,86.66,15.79,0.8531045,2.6905603,0.31707317,Antigravity MN7005 KV,83x7_2_2200_41_1710
0.316,0.6858,4.0,5.07,44.66,11.17,17.99,82.48,20.62,7.42,69.54,218.7,29.47,16.044304,141.32912,0.11352441,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,6.0,10.08,127.05,21.17,-15.83,-346.53,-57.76,7.42,8.46,218.7,29.47,31.898735,402.05698,0.07933884,Antigravity MN7005 KV,27x3_2_4600_41_140
0.316,0.6858,7.0,12.97,188.51,26.93,-13.13,-326.1,-46.59,7.42,8.46,218.7,29.47,41.044304,596.55066,0.068802714,Antigravity MN7005 KV,27x3_2_4600_41_140
0.325,0.6858,3.0,3.45,28.41,9.47,101.81,28.68,9.56,6.31,97.05,186.09,29.47,10.615385,87.41538,0.12143611,Antigravity MN7005 KV,27x4_2_4800_51_200
0.381,0.8636,4.0,7.49,61.32,15.33,106.6,70.3,17.57,6.17,123.08,181.71,29.47,19.658792,160.94489,0.12214612,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,5.0,10.74,107.64,21.53,116.75,122.41,24.48,6.17,123.08,181.71,29.47,28.188976,282.51968,0.099777035,Antigravity MN7005 KV,34x3_2_4600_41_250
0.381,0.8636,6.0,14.3,169.84,28.31,862.89,191.77,31.96,6.17,123.08,181.71,29.47,37.53281,445.7743,0.08419689,Antigravity MN7005 KV,34x3_2_4600_41_250
0.39,0.8636,2.5,3.99,24.04,9.62,12.26,82.92,33.17,5.33,16.76,157.06,29.47,10.230769,61.641026,0.16597338,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,3.0,5.37,37.91,12.64,16.09,118.97,39.66,5.33,16.76,157.06,29.47,13.769231,97.20513,0.14165127,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,4.0,8.44,77.55,19.39,25.8,210.0,52.5,5.33,16.76,157.06,29.47,21.641026,198.84616,0.10883301,Antigravity MN7005 KV,34x4_2_4800_51_370
0.39,0.8636,5.0,11.84,134.4,26.88,-3.86,287.1,57.42,5.33,182.83,157.06,29.47,30.358974,344.6154,0.08809524,Antigravity MN7005 KV,34x4_2_4800_51_370
0.488,1.0414,2.5,5.15,32.17,12.87,7.21,65.38,26.15,4.51,279.42,132.89,29.47,10.553279,65.922134,0.16008703,Antigravity MN7005 KV,41x4_2_4600_51_580
0.494,1.0414,2.0,3.73,21.35,10.67,22.13,54.62,27.31,4.18,27.27,123.16,29.47,7.550607,43.218624,0.17470726,Antigravity MN7005 KV,41x5_2_4200_51_560
0.63,1.0414,1.0,1.3,4.81,4.81,35.75,5.82,5.82,3.82,281.2,112.67,29.47,2.063492,7.6349206,0.27027026,Antigravity MN7005 KV,41x5_3_3800_51_560
0.62,1.2192,2.0,4.45,22.64,11.32,12.29,49.78,24.89,4.03,55.27,118.9,29.47,7.177419,36.51613,0.19655477,Antigravity MN7005 KV,48x4_2_4000_46_670
0.62,1.2192,2.5,6.22,38.55,15.42,25.87,74.15,29.66,4.03,55.27,118.9,29.47,10.032258,62.177418,0.1613489,Antigravity MN7005 KV,48x4_2_4000_46_670
0.64,1.2192,0.5,0.52,1.26,2.51,1.01,3.63,7.26,3.39,36.31,99.91,29.47,0.8125,1.96875,0.41269842,Antigravity MN7005 KV,48x6_2_3400_51_760
0.654,1.2192,0.5,0.54,1.51,3.03,0.87,3.61,7.23,3.08,53.38,90.76,29.47,0.82568806,2.3088684,0.3576159,Antigravity MN7005 KV,48x7_2_2800_51_670
0.805,1.397,0.5,0.61,1.29,2.59,1.08,3.64,7.28,3.33,57.61,98.26,29.47,0.757764,1.6024845,0.4728682,Antigravity MN7005 KV,55x5_2_3600_51_1080
1.019,1.5748,0.5,0.72,1.43,2.87,1.03,3.66,7.32,3.16,96.45,93.11,29.47,0.7065751,1.4033366,0.5034965,Antigravity MN7005 KV,62x5_2_3200_46_1150
1.616,1.9304,0.5,0.92,2.14,4.28,0.76,3.69,7.38,2.61,103.03,76.85,29.47,0.5693069,1.3242574,0.42990655,Antigravity MN7005 KV,76x7_2_2600_51_2000
0.41,0.6858,15.0,12.94,166.33,11.09,-29.74,-669.18,-44.61,29.21,7.67,983.85,33.68,31.560976,405.68292,0.07779715,Antigravity MN1005 V2,27x3_2_4600_41_140
0.41,0.6858,17.5,17.13,250.96,14.34,-24.61,-634.66,-36.27,29.21,7.67,983.85,33.68,41.780487,612.09753,0.06825789,Antigravity MN1005 V2,27x3_2_4600_41_140
0.41,0.6858,20.0,21.77,358.64,17.93,-19.47,-558.28,-27.91,29.21,7.67,983.85,33.68,53.09756,874.7317,0.060701538,Antigravity MN1005 V2,27x3_2_4600_41_140
0.41,0.6858,25.0,32.29,650.75,26.03,-9.31,-287.17,-11.49,29.21,7.67,983.85,33.68,78.756096,1587.1951,0.04961967,Antigravity MN1005 V2,27x3_2_4600_41_140
0.475,0.8636,7.0,5.07,33.33,4.76,-40.26,-203.26,-29.04,23.66,17.69,796.86,33.68,10.673684,70.16842,0.15211521,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,9.0,8.1,63.25,7.03,-38.59,-466.09,-51.79,23.66,17.69,796.86,33.68,17.052631,133.1579,0.12806325,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,10.0,9.82,83.16,8.32,-37.51,-554.21,-55.42,23.66,17.69,796.86,33.68,20.673685,175.07368,0.118085615,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,12.5,14.69,149.27,11.94,-34.27,-622.59,-49.81,23.66,17.69,796.86,33.68,30.926315,314.25262,0.098412275,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,15.0,20.27,241.33,16.09,-30.41,-649.29,-43.29,23.66,17.69,796.86,33.68,42.673683,508.06317,0.083992876,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,17.5,26.5,362.13,20.69,-26.07,-631.17,-36.07,23.66,17.69,796.86,33.68,55.789474,762.37897,0.07317814,Antigravity MN1005 V2,34x3_2_4600_41_250
0.475,0.8636,20.0,33.29,514.1,25.7,-21.33,-565.78,-28.29,23.66,17.69,796.86,33.68,70.08421,1082.3158,0.06475394,Antigravity MN1005 V2,34x3_2_4600_41_250
0.484,0.8636,6.0,4.81,30.25,5.04,61.53,157.17,26.19,19.88,16.92,669.48,33.68,9.938017,62.5,0.15900826,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,7.0,6.37,44.7,6.39,-3.87,174.93,24.99,19.88,183.62,669.48,33.68,13.161157,92.35537,0.14250559,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,8.0,8.11,63.01,7.88,-4.21,226.11,28.26,19.88,183.62,669.48,33.68,16.756199,130.18594,0.12870973,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,10.0,12.02,112.48,11.25,-35.31,-555.44,-55.54,19.88,16.92,669.48,33.68,24.834711,232.3967,0.10686344,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,12.5,17.62,201.33,16.11,-30.06,-654.71,-52.38,19.88,16.92,669.48,33.68,36.404957,415.97107,0.08751801,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,15.0,23.9,323.63,21.58,-24.66,-628.47,-41.9,19.88,16.92,669.48,33.68,49.380165,668.65704,0.07384977,Antigravity MN1005 V2,34x4_2_4800_51_370
0.484,0.8636,17.5,30.74,482.44,27.57,-19.17,-547.22,-31.27,19.88,16.92,669.48,33.68,63.512398,996.77686,0.06371777,Antigravity MN1005 V2,34x4_2_4800_51_370
0.582,1.0414,5.0,5.03,27.52,5.5,30.9,63.83,12.77,16.38,281.62,551.59,33.68,8.6426115,47.285225,0.18277617,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,6.0,6.95,43.47,7.25,35.53,96.31,16.05,16.38,281.62,551.59,33.68,11.941581,74.69072,0.15988037,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,7.0,9.09,64.26,9.18,40.05,136.36,19.48,16.38,281.62,551.59,33.68,15.618557,110.41237,0.14145659,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,8.0,11.41,90.26,11.28,44.46,184.24,23.03,16.38,281.62,551.59,33.68,19.60481,155.0859,0.12641259,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,9.0,13.91,121.84,13.54,48.79,240.17,26.69,16.38,281.62,551.59,33.68,23.900343,209.34708,0.11416612,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,10.0,16.55,159.29,15.93,53.27,304.21,30.42,16.38,281.62,551.59,33.68,28.436426,273.69415,0.10389855,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,12.5,23.75,280.31,22.42,-29.59,-430.03,-34.4,16.38,29.95,551.59,33.68,40.80756,481.6323,0.08472762,Antigravity MN1005 V2,41x4_2_4600_51_580
0.582,1.0414,15.0,31.64,443.15,29.54,-26.01,-627.9,-41.86,16.38,29.95,551.59,33.68,54.36426,761.4261,0.071397945,Antigravity MN1005 V2,41x4_2_4600_51_580
0.714,1.2192,5.0,6.7,35.28,7.06,501.3,28.7,5.74,14.3,321.19,481.56,33.68,9.383754,49.411766,0.1899093,Antigravity MN1005 V2,48x4_2_4000_46_670
0.714,1.2192,6.0,9.14,55.64,9.27,-44.61,-99.48,-16.58,14.3,53.09,481.56,33.68,12.801121,77.92717,0.16427031,Antigravity MN1005 V2,48x4_2_4000_46_670
0.714,1.2192,7.0,11.8,81.9,11.7,-28.35,-43.04,-6.15,14.3,53.09,481.56,33.68,16.526611,114.70588,0.14407815,Antigravity MN1005 V2,48x4_2_4000_46_670
0.714,1.2192,8.0,14.66,114.43,14.3,424.31,92.65,11.58,14.3,321.19,481.56,33.68,20.532213,160.26611,0.12811325,Antigravity MN1005 V2,48x4_2_4000_46_670
0.714,1.2192,9.0,17.69,153.58,17.06,427.19,125.01,13.89,14.3,321.19,481.56,33.68,24.77591,215.09804,0.11518427,Antigravity MN1005 V2,48x4_2_4000_46_670
0.899,1.397,3.0,4.11,15.89,5.3,8.93,53.13,17.71,11.22,57.94,377.98,33.68,4.5717463,17.675194,0.25865325,Antigravity MN1005 V2,55x5_2_3600_51_1080
0.899,1.397,4.0,6.6,31.82,7.96,12.69,94.27,23.57,11.22,57.94,377.98,33.68,7.3414907,35.394882,0.20741671,Antigravity MN1005 V2,55x5_2_3600_51_1080
0.899,1.397,6.0,12.42,85.02,14.17,21.34,211.43,35.24,11.22,57.94,377.98,33.68,13.815351,94.57175,0.14608328,Antigravity MN1005 V2,55x5_2_3600_51_1080
1.113,1.5748,3.0,4.87,18.19,6.06,8.76,54.22,18.07,10.46,94.1,352.38,33.68,4.3755617,16.343216,0.26772952,Antigravity MN1005 V2,62x5_2_3200_46_1150
1.113,1.5748,4.0,7.7,36.23,9.06,12.63,96.23,24.06,10.46,94.1,352.38,33.68,6.918239,32.551662,0.21253105,Antigravity MN1005 V2,62x5_2_3200_46_1150
1.113,1.5748,7.0,17.68,137.63,19.66,27.19,293.49,41.93,10.46,94.1,352.38,33.68,15.884995,123.656784,0.12846036,Antigravity MN1005 V2,62x5_2_3200_46_1150
0.544,0.8636,8.0,8.66,66.21,8.28,-41.03,-552.84,-69.1,20.88,17.72,879.1,42.11,15.919118,121.70956,0.13079596,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,9.0,10.81,90.55,10.06,-40.64,-612.44,-68.05,20.88,17.72,879.1,42.11,19.871323,166.45221,0.119381554,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,10.0,13.17,120.1,12.01,-39.88,-663.8,-66.38,20.88,17.72,879.1,42.11,24.209558,220.77206,0.10965862,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,12.5,19.88,219.46,17.56,-36.74,-750.9,-60.07,20.88,17.72,879.1,42.11,36.544117,403.41913,0.090585984,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,15.0,27.7,359.76,23.98,-32.19,-771.08,-51.41,20.88,17.72,879.1,42.11,50.919117,661.32355,0.076995775,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,17.5,36.53,546.12,31.21,-26.55,-716.65,-40.95,20.88,17.72,879.1,42.11,67.150734,1003.89703,0.06689006,Antigravity MN8012 KV,34x3_2_4600_41_250
0.544,0.8636,20.0,46.27,783.06,39.15,-20.03,-581.66,-29.08,20.88,17.72,879.1,42.11,85.055145,1439.4485,0.059088703,Antigravity MN8012 KV,34x3_2_4600_41_250
0.553,0.8636,7.0,8.61,64.64,9.23,-50.83,-484.36,-69.19,17.25,16.94,726.15,42.11,15.56962,116.889694,0.13319926,Antigravity MN8012 KV,34x4_2_4800_51_370
0.553,0.8636,8.0,11.01,92.24,11.53,-48.14,-771.8,-96.47,17.25,16.94,726.15,42.11,19.909584,166.79927,0.11936253,Antigravity MN8012 KV,34x4_2_4800_51_370
0.553,0.8636,10.0,16.48,167.96,16.8,-42.48,-851.17,-85.12,17.25,16.94,726.15,42.11,29.801085,303.72513,0.0981186,Antigravity MN8012 KV,34x4_2_4800_51_370
0.553,0.8636,12.5,24.45,306.4,24.51,-34.97,-860.39,-68.83,17.25,16.94,726.15,42.11,44.213383,554.0687,0.07979765,Antigravity MN8012 KV,34x4_2_4800_51_370
0.553,0.8636,15.0,33.52,500.07,33.34,-27.1,-777.43,-51.83,17.25,16.94,726.15,42.11,60.61483,904.2857,0.067030616,Antigravity MN8012 KV,34x4_2_4800_51_370
0.651,1.0414,4.0,4.58,22.67,5.67,73.8,52.31,13.08,13.91,281.95,585.78,42.11,7.0353303,34.82335,0.20202911,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,5.0,6.93,40.13,8.03,83.26,89.84,17.97,13.91,281.95,585.78,42.11,10.645162,61.643623,0.17268877,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,6.0,9.65,64.56,10.76,92.38,139.56,23.26,13.91,281.95,585.78,42.11,14.823349,99.17051,0.14947335,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,7.0,12.7,96.79,13.83,101.62,202.12,28.87,13.91,281.95,585.78,42.11,19.508448,148.67896,0.1312119,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,8.0,16.06,137.6,17.2,2263.73,205.4,25.68,13.91,316.21,585.78,42.11,24.669739,211.36713,0.11671512,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,9.0,19.69,187.64,20.85,-51.78,-920.24,-102.25,13.91,29.99,585.78,42.11,30.245775,288.2335,0.10493498,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,10.0,23.58,247.51,24.75,-48.06,-945.71,-94.57,13.91,29.99,585.78,42.11,36.2212,380.1997,0.095268875,Antigravity MN8012 KV,41x4_2_4600_51_580
0.651,1.0414,12.5,34.3,443.63,35.49,-38.59,-924.38,-73.95,13.91,29.99,585.78,42.11,52.68817,681.4593,0.07731669,Antigravity MN8012 KV,41x4_2_4600_51_580
0.657,1.0414,4.0,5.11,27.4,6.85,-308.83,-19.89,-4.97,12.55,27.49,528.5,42.11,7.7777777,41.70472,0.18649635,Antigravity MN8012 KV,41x5_2_4200_51_560
0.657,1.0414,5.0,7.65,48.63,9.73,-57.42,-129.49,-25.9,12.55,27.49,528.5,42.11,11.643836,74.018265,0.1573103,Antigravity MN8012 KV,41x5_2_4200_51_560
0.657,1.0414,6.0,10.56,78.1,13.02,-54.11,-249.38,-41.56,12.55,27.49,528.5,42.11,16.07306,118.873665,0.13521127,Antigravity MN8012 KV,41x5_2_4200_51_560
0.657,1.0414,7.0,13.8,116.73,16.68,1630.28,84.12,12.02,12.55,275.46,528.5,42.11,21.004566,177.67123,0.11822154,Antigravity MN8012 KV,41x5_2_4200_51_560
0.657,1.0414,8.0,17.32,165.27,20.66,1670.52,119.94,14.99,12.55,275.46,528.5,42.11,26.362253,251.5525,0.10479821,Antigravity MN8012 KV,41x5_2_4200_51_560
